Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
light-my-fire-acrylic-on-canvas-140-x-70-cm,"""Light My Fire""","<p><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW38685833 BCX0""><span class=""NormalTextRun SCXW38685833 BCX0"">Ignite your space with the untamed power of </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW38685833 BCX0""><span class=""NormalTextRun SCXW38685833 BCX0"">Light My Fire</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW38685833 BCX0""><span class=""NormalTextRun SCXW38685833 BCX0""><em>.</em> This commanding, large-format canvas blazes with fiery reds, molten oranges, and surges of cool blues and white, capturing the fierce beauty of passion in motion. The fluid textures and dramatic contrasts pull you into the heart of the flame, where intensity meets elegance. Perfect for collectors who </span><span class=""NormalTextRun SCXW38685833 BCX0"">desire</span><span class=""NormalTextRun SCXW38685833 BCX0""> artwork that stirs emotion and makes a bold, unforgettable statement.</span></span><span class=""EOP SCXW38685833 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
<div class=""OutlineElement Ltr SCXW134790805 BCX0"">
<p class=""Paragraph SCXW134790805 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW134790805 BCX0""><span class=""NormalTextRun SCXW134790805 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW134790805 BCX0""><span class=""NormalTextRun SCXW134790805 BCX0""> 140 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW134790805 BCX0"">70 cm</span></span><span class=""EOP SCXW134790805 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW134790805 BCX0"">
<p class=""Paragraph SCXW134790805 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW134790805 BCX0""><span class=""NormalTextRun SCXW134790805 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW134790805 BCX0""><span class=""NormalTextRun SCXW134790805 BCX0""> Acrylic on canvas</span></span><span class=""EOP SCXW134790805 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW134790805 BCX0"">
<p class=""Paragraph SCXW134790805 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW134790805 BCX0""><span class=""NormalTextRun SCXW134790805 BCX0"">Finish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW134790805 BCX0""><span class=""NormalTextRun SCXW134790805 BCX0""> Ready to hang</span></span><span class=""EOP SCXW134790805 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,1890.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/lightmyfire4.jpg?v=1746688649,1,"",false,,,,acrylic,fantasy; art,,kg,,,active
light-my-fire-acrylic-on-canvas-140-x-70-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Lightmyfire1.jpg?v=1746688649,2,"",,,,,,,,,,,
light-my-fire-acrylic-on-canvas-140-x-70-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/light_my_fire_2_c1a4e05d-8191-4882-b360-a9ee077114ba.jpg?v=1746530424,3,"",,,,,,,,,,,
light-my-fire-acrylic-on-canvas-140-x-70-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/IMG_1266.jpg?v=1746530424,4,"",,,,,,,,,,,
light-my-fire-acrylic-on-canvas-140-x-70-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Lightmyfire.jpg?v=1746530424,5,"",,,,,,,,,,,
light-my-fire-acrylic-on-canvas-140-x-70-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/light_my_fire_3_49ce4c61-d0f6-4d5b-bf26-e547a4c5d7ba.jpg?v=1744122333,6,"",,,,,,,,,,,
light-my-fire-acrylic-on-canvas-140-x-70-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/light_my_fire_4.jpg?v=1744122334,7,"",,,,,,,,,,,
energy-acrylic-on-canvas-100-x-80-cm,"""Energy""","<p><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW10132224 BCX0""><span class=""NormalTextRun SCXW10132224 BCX0"">Bold, fearless, and alive with motion, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW10132224 BCX0""><span class=""NormalTextRun SCXW10132224 BCX0"">Energy</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW10132224 BCX0""><span class=""NormalTextRun SCXW10132224 BCX0""> is a powerful expression of raw emotion and vitality. Vivid crimson and fiery orange leap across soft, misty neutrals, creating dynamic tension and irresistible movement. The layered textures and spontaneous brushstrokes capture the essence of untamed creativity. Perfect for collectors who want their space to radiate passion and intensity, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW10132224 BCX0""><span class=""NormalTextRun SCXW10132224 BCX0"">Energy</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW10132224 BCX0""><span class=""NormalTextRun SCXW10132224 BCX0""> turns any wall into a statement of life in motion.</span></span><span class=""EOP SCXW10132224 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":213,""335559740"":240}'> </span></p>
<div class=""OutlineElement Ltr SCXW34826891 BCX0"">
<p><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW34826891 BCX0""><span class=""NormalTextRun SCXW34826891 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW34826891 BCX0""><span class=""NormalTextRun SCXW34826891 BCX0""> 120 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW34826891 BCX0"">80 cm</span></span><span class=""EOP SCXW34826891 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":213,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW34826891 BCX0"">
<p class=""Paragraph SCXW34826891 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW34826891 BCX0""><span class=""NormalTextRun SCXW34826891 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW34826891 BCX0""><span class=""NormalTextRun SCXW34826891 BCX0""> Acrylic on canvas</span></span><span class=""EOP SCXW34826891 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":213,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW34826891 BCX0"">
<p class=""Paragraph SCXW34826891 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW34826891 BCX0""><span class=""NormalTextRun SCXW34826891 BCX0"">F</span><span class=""NormalTextRun SCXW34826891 BCX0"">inish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW34826891 BCX0""><span class=""NormalTextRun SCXW34826891 BCX0""> Ready to hang</span></span><span class=""EOP SCXW34826891 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":213,""335559740"":240}'> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,780.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/energy3.jpg?v=1746691009,1,"",false,,,,acrylic,art,,kg,,,active
energy-acrylic-on-canvas-100-x-80-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/energy1.jpg?v=1746691009,2,"",,,,,,,,,,,
energy-acrylic-on-canvas-100-x-80-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Energy.jpg?v=1746530613,3,"",,,,,,,,,,,
energy-acrylic-on-canvas-100-x-80-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/energy2.jpg?v=1746530613,4,"",,,,,,,,,,,
joy-acrylic-on-canvas-100-x-80-cm,"""Joy""","<p><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW158223457 BCX0""><span class=""NormalTextRun SCXW158223457 BCX0"">An explosion of </span><span class=""NormalTextRun SpellingErrorV2Themed SCXW158223457 BCX0"">colour</span><span class=""NormalTextRun SCXW158223457 BCX0""> and emotion, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW158223457 BCX0""><span class=""NormalTextRun SCXW158223457 BCX0"">Joy</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW158223457 BCX0""><span class=""NormalTextRun SCXW158223457 BCX0""> captures the sheer exhilaration of life in full bloom. Vivid splashes of yellow, green, red, and blue burst outward from the </span><span class=""NormalTextRun SpellingErrorV2Themed SCXW158223457 BCX0"">centre</span><span class=""NormalTextRun SCXW158223457 BCX0"">, creating a dynamic dance of energy and happiness. Bold brushstrokes and lively textures give this piece a sense of motion and freedom, lighting up any room with its infectious spirit. Perfect for collectors who </span><span class=""NormalTextRun SCXW158223457 BCX0"">seek</span><span class=""NormalTextRun SCXW158223457 BCX0""> to surround themselves with optimism and vibrant energy, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW158223457 BCX0""><span class=""NormalTextRun SCXW158223457 BCX0"">Joy</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW158223457 BCX0""><span class=""NormalTextRun SCXW158223457 BCX0""> is a daily celebration on canvas.</span></span><span class=""EOP SCXW158223457 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
<div class=""OutlineElement Ltr SCXW153744111 BCX0"">
<p class=""Paragraph SCXW153744111 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW153744111 BCX0""><span class=""NormalTextRun SCXW153744111 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW153744111 BCX0""><span class=""NormalTextRun SCXW153744111 BCX0""> 100 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW153744111 BCX0"">80 x 4 cm</span></span><span class=""EOP SCXW153744111 BCX0"" data-ccp-props=""{}""> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW153744111 BCX0"">
<p class=""Paragraph SCXW153744111 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW153744111 BCX0""><span class=""NormalTextRun SCXW153744111 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW153744111 BCX0""><span class=""NormalTextRun SCXW153744111 BCX0""> Acrylic on canvas</span></span><span class=""EOP SCXW153744111 BCX0"" data-ccp-props=""{}""> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW153744111 BCX0"">
<p class=""Paragraph SCXW153744111 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW153744111 BCX0""><span class=""NormalTextRun SCXW153744111 BCX0"">Finish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW153744111 BCX0""><span class=""NormalTextRun SCXW153744111 BCX0""> Ready to hang</span></span><span class=""EOP SCXW153744111 BCX0"" data-ccp-props=""{}""> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",4000.0,shopify,1,deny,manual,960.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/joy3.jpg?v=1746691045,1,"",false,,,,acrylic,art,,kg,,,active
joy-acrylic-on-canvas-100-x-80-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/joy1.jpg?v=1746691045,2,"",,,,,,,,,,,
joy-acrylic-on-canvas-100-x-80-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/joy2pdf.jpg?v=1746691045,3,"",,,,,,,,,,,
joy-acrylic-on-canvas-100-x-80-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Joy.jpg?v=1746691045,4,"",,,,,,,,,,,
deep-blue,"""Deep Blue""","<p class=""MsoNormal"" style=""margin-bottom: 10.65pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><span lang=""EN-US"" style=""font-size: 11.0pt; font-family: 'Times New Roman',serif; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Immerse yourself in the quiet power of <i>Deep Blue</i>. This bold abstract painting weaves together deep navy, muted greys, and radiant gold, creating a mesmerizing play of contrast and texture. Each brushstroke carries energy and movement, evoking depth and introspection. Hand-painted with acrylic on canvas, <i>Deep Blue</i> makes a striking statement in any contemporary space. Ideal for collectors who appreciate art that feels both grounded and luminous.</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 10.65pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-size: 11.0pt; font-family: 'Times New Roman',serif; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Size:</span></b><span lang=""EN-US"" style=""font-size: 11.0pt; font-family: 'Times New Roman',serif; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> 90 x 90 cm</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 10.65pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-size: 11.0pt; font-family: 'Times New Roman',serif; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Medium:</span></b><span lang=""EN-US"" style=""font-size: 11.0pt; font-family: 'Times New Roman',serif; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> Acrylic on canvas</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 10.65pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-size: 11.0pt; font-family: 'Times New Roman',serif; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Finish:</span></b><span lang=""EN-US"" style=""font-size: 11.0pt; font-family: 'Times New Roman',serif; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> Ready to hang</span></p>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,650.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/deepblue2.jpg?v=1746691099,1,"",false,,,,acrylic,art,,kg,,,active
deep-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/deepblue1.jpg?v=1746691099,2,"",,,,,,,,,,,
deep-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/IMG_2215.jpg?v=1746528001,3,"",,,,,,,,,,,
rose-gold,"""Rose Gold""","<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><i><span lang=""EN-US"" style=""font-family: 'Times-Italic',serif; mso-bidi-font-family: Times-Italic; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Rose Gold</span></i><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> is a sophisticated symphony of warmth and elegance, where soft blush tones meet luminous gold and deep charcoal shadows. Dripping textures and layered brushwork give the piece a sense of quiet movement, like sunlight filtering through delicate silk or rain tracing down a window. The tactile surface catches the light beautifully, offering shifting moods throughout the day. Perfect for collectors seeking art that combines contemporary refinement with emotional depth, </span><i><span lang=""EN-US"" style=""font-family: 'Times-Italic',serif; mso-bidi-font-family: Times-Italic; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Rose Gold</span></i><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> becomes a serene yet captivating focal point in any interior.</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Size:</span></b><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> 150 x 100 cm</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Medium:</span></b><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> Acrylic on canvas with textured finish</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Finish:</span></b><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> Ready to hang</span></p>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,1340.00,1540.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/rose_gold3.jpg?v=1746603152,1,"",false,,,,acrylic,art,,kg,,,active
rose-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/rose_gold1.jpg?v=1746603152,2,"",,,,,,,,,,,
rose-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/rose_gold2.jpg?v=1746603152,3,"",,,,,,,,,,,
rose-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/rosegold.jpg?v=1746603152,4,"",,,,,,,,,,,
